provincia,ano,semana,total_casos,periodo
MARISCAL RAMON CASTILLA,2014,32,137,2014.6037735849056
MARISCAL RAMON CASTILLA,2014,33,129,2014.622641509434
MARISCAL RAMON CASTILLA,2014,34,82,2014.6415094339623
MARISCAL RAMON CASTILLA,2014,35,43,2014.6603773584907
MARISCAL RAMON CASTILLA,2014,36,25,2014.6792452830189
MARISCAL RAMON CASTILLA,2014,37,54,2014.698113207547
MARISCAL RAMON CASTILLA,2014,38,52,2014.7169811320755
MARISCAL RAMON CASTILLA,2014,39,53,2014.7358490566037
MARISCAL RAMON CASTILLA,2014,40,42,2014.754716981132
MARISCAL RAMON CASTILLA,2014,41,76,2014.7735849056603
MARISCAL RAMON CASTILLA,2014,42,90,2014.7924528301887
MARISCAL RAMON CASTILLA,2014,43,57,2014.811320754717
MARISCAL RAMON CASTILLA,2014,44,71,2014.8301886792453
MARISCAL RAMON CASTILLA,2014,45,52,2014.8490566037735
MARISCAL RAMON CASTILLA,2014,46,84,2014.867924528302
MARISCAL RAMON CASTILLA,2014,47,73,2014.8867924528302
MARISCAL RAMON CASTILLA,2014,48,47,2014.9056603773586
MARISCAL RAMON CASTILLA,2014,49,34,2014.9245283018868
MARISCAL RAMON CASTILLA,2014,50,57,2014.9433962264152
MARISCAL RAMON CASTILLA,2014,51,44,2014.9622641509434
MARISCAL RAMON CASTILLA,2014,52,24,2014.9811320754718
MARISCAL RAMON CASTILLA,2014,53,31,2015.0
MARISCAL RAMON CASTILLA,2015,1,47,2015.0188679245282
MARISCAL RAMON CASTILLA,2015,2,65,2015.0377358490566
MARISCAL RAMON CASTILLA,2015,3,16,2015.0566037735848
MARISCAL RAMON CASTILLA,2015,4,26,2015.0754716981132
MARISCAL RAMON CASTILLA,2015,5,24,2015.0943396226414
MARISCAL RAMON CASTILLA,2015,6,54,2015.1132075471698
MARISCAL RAMON CASTILLA,2015,7,86,2015.132075471698
MARISCAL RAMON CASTILLA,2015,8,74,2015.1509433962265
MARISCAL RAMON CASTILLA,2015,9,75,2015.1698113207547
MARISCAL RAMON CASTILLA,2015,10,88,2015.188679245283
MARISCAL RAMON CASTILLA,2015,11,106,2015.2075471698113
MARISCAL RAMON CASTILLA,2015,12,186,2015.2264150943397
MARISCAL RAMON CASTILLA,2015,13,117,2015.245283018868
MARISCAL RAMON CASTILLA,2015,14,142,2015.2641509433963
MARISCAL RAMON CASTILLA,2015,15,133,2015.2830188679245
MARISCAL RAMON CASTILLA,2015,16,185,2015.301886792453
MARISCAL RAMON CASTILLA,2015,17,202,2015.3207547169811
MARISCAL RAMON CASTILLA,2015,18,174,2015.3396226415093
MARISCAL RAMON CASTILLA,2015,19,145,2015.3584905660377
MARISCAL RAMON CASTILLA,2015,20,116,2015.377358490566
MARISCAL RAMON CASTILLA,2015,21,140,2015.3962264150944
MARISCAL RAMON CASTILLA,2015,22,258,2015.4150943396226
MARISCAL RAMON CASTILLA,2015,23,241,2015.433962264151
MARISCAL RAMON CASTILLA,2015,24,223,2015.4528301886792
MARISCAL RAMON CASTILLA,2015,25,216,2015.4716981132076
MARISCAL RAMON CASTILLA,2015,26,396,2015.4905660377358
MARISCAL RAMON CASTILLA,2015,27,346,2015.5094339622642
MARISCAL RAMON CASTILLA,2015,28,441,2015.5283018867924
MARISCAL RAMON CASTILLA,2015,29,277,2015.5471698113208
MARISCAL RAMON CASTILLA,2015,30,291,2015.566037735849
MARISCAL RAMON CASTILLA,2015,31,401,2015.5849056603774
MARISCAL RAMON CASTILLA,2015,32,197,2015.6037735849056
MARISCAL RAMON CASTILLA,2015,33,248,2015.622641509434
MARISCAL RAMON CASTILLA,2015,34,234,2015.6415094339623
MARISCAL RAMON CASTILLA,2015,35,254,2015.6603773584907
MARISCAL RAMON CASTILLA,2015,36,155,2015.6792452830189
MARISCAL RAMON CASTILLA,2015,37,160,2015.698113207547
MARISCAL RAMON CASTILLA,2015,38,121,2015.7169811320755
MARISCAL RAMON CASTILLA,2015,39,70,2015.7358490566037
MARISCAL RAMON CASTILLA,2015,40,156,2015.754716981132
MARISCAL RAMON CASTILLA,2015,41,196,2015.7735849056603
MARISCAL RAMON CASTILLA,2015,42,168,2015.7924528301887
MARISCAL RAMON CASTILLA,2015,43,167,2015.811320754717
MARISCAL RAMON CASTILLA,2015,44,153,2015.8301886792453
MARISCAL RAMON CASTILLA,2015,45,198,2015.8490566037735
MARISCAL RAMON CASTILLA,2015,46,107,2015.867924528302
MARISCAL RAMON CASTILLA,2015,47,93,2015.8867924528302
MARISCAL RAMON CASTILLA,2015,48,111,2015.9056603773586
MARISCAL RAMON CASTILLA,2015,49,86,2015.9245283018868
MARISCAL RAMON CASTILLA,2015,50,80,2015.9433962264152
MARISCAL RAMON CASTILLA,2015,51,82,2015.9622641509434
MARISCAL RAMON CASTILLA,2015,52,94,2015.9811320754718
MARISCAL RAMON CASTILLA,2016,1,74,2016.0188679245282
MARISCAL RAMON CASTILLA,2016,2,89,2016.0377358490566
MARISCAL RAMON CASTILLA,2016,3,81,2016.0566037735848
MARISCAL RAMON CASTILLA,2016,4,58,2016.0754716981132
MARISCAL RAMON CASTILLA,2016,5,89,2016.0943396226414
MARISCAL RAMON CASTILLA,2016,6,105,2016.1132075471698
MARISCAL RAMON CASTILLA,2016,7,90,2016.132075471698
MARISCAL RAMON CASTILLA,2016,8,84,2016.1509433962265
MARISCAL RAMON CASTILLA,2016,9,92,2016.1698113207547
MARISCAL RAMON CASTILLA,2016,10,52,2016.188679245283
MARISCAL RAMON CASTILLA,2016,11,70,2016.2075471698113
MARISCAL RAMON CASTILLA,2016,12,37,2016.2264150943397
MARISCAL RAMON CASTILLA,2016,13,56,2016.245283018868
MARISCAL RAMON CASTILLA,2016,14,47,2016.2641509433963
MARISCAL RAMON CASTILLA,2016,15,71,2016.2830188679245
MARISCAL RAMON CASTILLA,2016,16,68,2016.301886792453
MARISCAL RAMON CASTILLA,2016,17,55,2016.3207547169811
MARISCAL RAMON CASTILLA,2016,18,89,2016.3396226415093
MARISCAL RAMON CASTILLA,2016,19,133,2016.3584905660377
MARISCAL RAMON CASTILLA,2016,20,40,2016.377358490566
MARISCAL RAMON CASTILLA,2016,21,84,2016.3962264150944
MARISCAL RAMON CASTILLA,2016,22,55,2016.4150943396226
MARISCAL RAMON CASTILLA,2016,23,65,2016.433962264151
MARISCAL RAMON CASTILLA,2016,24,55,2016.4528301886792
MARISCAL RAMON CASTILLA,2016,25,62,2016.4716981132076
MARISCAL RAMON CASTILLA,2016,26,38,2016.4905660377358
MARISCAL RAMON CASTILLA,2016,27,59,2016.5094339622642
MARISCAL RAMON CASTILLA,2016,28,55,2016.5283018867924
MARISCAL RAMON CASTILLA,2016,29,33,2016.5471698113208
MARISCAL RAMON CASTILLA,2016,30,33,2016.566037735849
MARISCAL RAMON CASTILLA,2016,31,46,2016.5849056603774
MARISCAL RAMON CASTILLA,2016,32,34,2016.6037735849056
MARISCAL RAMON CASTILLA,2016,33,27,2016.622641509434
MARISCAL RAMON CASTILLA,2016,34,11,2016.6415094339623
MARISCAL RAMON CASTILLA,2016,35,19,2016.6603773584907
MARISCAL RAMON CASTILLA,2016,36,37,2016.6792452830189
MARISCAL RAMON CASTILLA,2016,37,37,2016.698113207547
MARISCAL RAMON CASTILLA,2016,38,31,2016.7169811320755
MARISCAL RAMON CASTILLA,2016,39,31,2016.7358490566037
MARISCAL RAMON CASTILLA,2016,40,22,2016.754716981132
MARISCAL RAMON CASTILLA,2016,41,35,2016.7735849056603
MARISCAL RAMON CASTILLA,2016,42,15,2016.7924528301887
MARISCAL RAMON CASTILLA,2016,43,16,2016.811320754717
MARISCAL RAMON CASTILLA,2016,44,7,2016.8301886792453
MARISCAL RAMON CASTILLA,2016,45,15,2016.8490566037735
MARISCAL RAMON CASTILLA,2016,46,8,2016.867924528302
MARISCAL RAMON CASTILLA,2016,47,5,2016.8867924528302
MARISCAL RAMON CASTILLA,2016,48,10,2016.9056603773586
MARISCAL RAMON CASTILLA,2016,49,12,2016.9245283018868
MARISCAL RAMON CASTILLA,2016,50,13,2016.9433962264152
MARISCAL RAMON CASTILLA,2016,51,13,2016.9622641509434
MARISCAL RAMON CASTILLA,2016,52,23,2016.9811320754718
MARISCAL RAMON CASTILLA,2017,1,37,2017.0188679245282
MARISCAL RAMON CASTILLA,2017,2,26,2017.0377358490566
MARISCAL RAMON CASTILLA,2017,3,46,2017.0566037735848
MARISCAL RAMON CASTILLA,2017,4,40,2017.0754716981132
MARISCAL RAMON CASTILLA,2017,5,67,2017.0943396226414
MARISCAL RAMON CASTILLA,2017,6,23,2017.1132075471698
MARISCAL RAMON CASTILLA,2017,7,19,2017.132075471698
MARISCAL RAMON CASTILLA,2017,8,45,2017.1509433962265
MARISCAL RAMON CASTILLA,2017,9,28,2017.1698113207547
MARISCAL RAMON CASTILLA,2017,10,32,2017.188679245283
MARISCAL RAMON CASTILLA,2017,11,32,2017.2075471698113
MARISCAL RAMON CASTILLA,2017,12,41,2017.2264150943397
MARISCAL RAMON CASTILLA,2017,13,70,2017.245283018868
MARISCAL RAMON CASTILLA,2017,14,66,2017.2641509433963
MARISCAL RAMON CASTILLA,2017,15,86,2017.2830188679245
MARISCAL RAMON CASTILLA,2017,16,78,2017.301886792453
MARISCAL RAMON CASTILLA,2017,17,60,2017.3207547169811
MARISCAL RAMON CASTILLA,2017,18,78,2017.3396226415093
MARISCAL RAMON CASTILLA,2017,19,101,2017.3584905660377
MARISCAL RAMON CASTILLA,2017,20,88,2017.377358490566
MARISCAL RAMON CASTILLA,2017,21,123,2017.3962264150944
MARISCAL RAMON CASTILLA,2017,22,123,2017.4150943396226
MARISCAL RAMON CASTILLA,2017,23,81,2017.433962264151
MARISCAL RAMON CASTILLA,2017,24,47,2017.4528301886792
MARISCAL RAMON CASTILLA,2017,25,72,2017.4716981132076
MARISCAL RAMON CASTILLA,2017,26,69,2017.4905660377358
MARISCAL RAMON CASTILLA,2017,27,118,2017.5094339622642
MARISCAL RAMON CASTILLA,2017,28,141,2017.5283018867924
MARISCAL RAMON CASTILLA,2017,29,69,2017.5471698113208
MARISCAL RAMON CASTILLA,2017,30,66,2017.566037735849
MARISCAL RAMON CASTILLA,2017,31,112,2017.5849056603774
MARISCAL RAMON CASTILLA,2017,32,77,2017.6037735849056
MARISCAL RAMON CASTILLA,2017,33,54,2017.622641509434
MARISCAL RAMON CASTILLA,2017,34,86,2017.6415094339623
MARISCAL RAMON CASTILLA,2017,35,44,2017.6603773584907
MARISCAL RAMON CASTILLA,2017,36,74,2017.6792452830189
MARISCAL RAMON CASTILLA,2017,37,83,2017.698113207547
MARISCAL RAMON CASTILLA,2017,38,74,2017.7169811320755
MARISCAL RAMON CASTILLA,2017,39,47,2017.7358490566037
MARISCAL RAMON CASTILLA,2017,40,51,2017.754716981132
MARISCAL RAMON CASTILLA,2017,41,57,2017.7735849056603
MARISCAL RAMON CASTILLA,2017,42,78,2017.7924528301887
MARISCAL RAMON CASTILLA,2017,43,54,2017.811320754717
MARISCAL RAMON CASTILLA,2017,44,42,2017.8301886792453
MARISCAL RAMON CASTILLA,2017,45,60,2017.8490566037735
MARISCAL RAMON CASTILLA,2017,46,59,2017.867924528302
MARISCAL RAMON CASTILLA,2017,47,45,2017.8867924528302
MARISCAL RAMON CASTILLA,2017,48,41,2017.9056603773586
MARISCAL RAMON CASTILLA,2017,49,46,2017.9245283018868
MARISCAL RAMON CASTILLA,2017,50,39,2017.9433962264152
MARISCAL RAMON CASTILLA,2017,51,12,2017.9622641509434
MARISCAL RAMON CASTILLA,2017,52,32,2017.9811320754718
MARISCAL RAMON CASTILLA,2018,1,30,2018.0188679245282
MARISCAL RAMON CASTILLA,2018,2,34,2018.0377358490566
MARISCAL RAMON CASTILLA,2018,3,29,2018.0566037735848
MARISCAL RAMON CASTILLA,2018,4,32,2018.0754716981132
MARISCAL RAMON CASTILLA,2018,5,56,2018.0943396226414
MARISCAL RAMON CASTILLA,2018,6,21,2018.1132075471698
MARISCAL RAMON CASTILLA,2018,7,28,2018.132075471698
MARISCAL RAMON CASTILLA,2018,8,56,2018.1509433962265
MARISCAL RAMON CASTILLA,2018,9,70,2018.1698113207547
MARISCAL RAMON CASTILLA,2018,10,39,2018.188679245283
MARISCAL RAMON CASTILLA,2018,11,23,2018.2075471698113
MARISCAL RAMON CASTILLA,2018,12,40,2018.2264150943397
MARISCAL RAMON CASTILLA,2018,13,17,2018.245283018868
MARISCAL RAMON CASTILLA,2018,14,108,2018.2641509433963
MARISCAL RAMON CASTILLA,2018,15,56,2018.2830188679245
MARISCAL RAMON CASTILLA,2018,16,53,2018.301886792453
MARISCAL RAMON CASTILLA,2018,17,46,2018.3207547169811
MARISCAL RAMON CASTILLA,2018,18,56,2018.3396226415093
MARISCAL RAMON CASTILLA,2018,19,48,2018.3584905660377
MARISCAL RAMON CASTILLA,2018,20,49,2018.377358490566
MARISCAL RAMON CASTILLA,2018,21,97,2018.3962264150944
MARISCAL RAMON CASTILLA,2018,22,74,2018.4150943396226
MARISCAL RAMON CASTILLA,2018,23,69,2018.433962264151
MARISCAL RAMON CASTILLA,2018,24,57,2018.4528301886792
MARISCAL RAMON CASTILLA,2018,25,62,2018.4716981132076
MARISCAL RAMON CASTILLA,2018,26,71,2018.4905660377358
MARISCAL RAMON CASTILLA,2018,27,94,2018.5094339622642
MARISCAL RAMON CASTILLA,2018,28,65,2018.5283018867924
MARISCAL RAMON CASTILLA,2018,29,70,2018.5471698113208
MARISCAL RAMON CASTILLA,2018,30,48,2018.566037735849
MARISCAL RAMON CASTILLA,2018,31,58,2018.5849056603774
MARISCAL RAMON CASTILLA,2018,32,61,2018.6037735849056
MARISCAL RAMON CASTILLA,2018,33,43,2018.622641509434
MARISCAL RAMON CASTILLA,2018,34,17,2018.6415094339623
MARISCAL RAMON CASTILLA,2018,35,30,2018.6603773584907
MARISCAL RAMON CASTILLA,2018,36,52,2018.6792452830189
MARISCAL RAMON CASTILLA,2018,37,34,2018.698113207547
MARISCAL RAMON CASTILLA,2018,38,20,2018.7169811320755
MARISCAL RAMON CASTILLA,2018,39,13,2018.7358490566037
MARISCAL RAMON CASTILLA,2018,40,8,2018.754716981132
MARISCAL RAMON CASTILLA,2018,41,13,2018.7735849056603
MARISCAL RAMON CASTILLA,2018,42,20,2018.7924528301887
MARISCAL RAMON CASTILLA,2018,43,40,2018.811320754717
MARISCAL RAMON CASTILLA,2018,44,13,2018.8301886792453
MARISCAL RAMON CASTILLA,2018,45,25,2018.8490566037735
MARISCAL RAMON CASTILLA,2018,46,72,2018.867924528302
MARISCAL RAMON CASTILLA,2018,47,15,2018.8867924528302
MARISCAL RAMON CASTILLA,2018,48,6,2018.9056603773586
MARISCAL RAMON CASTILLA,2018,49,9,2018.9245283018868
MARISCAL RAMON CASTILLA,2018,50,15,2018.9433962264152
MARISCAL RAMON CASTILLA,2018,51,11,2018.9622641509434
MARISCAL RAMON CASTILLA,2018,52,17,2018.9811320754718
MARISCAL RAMON CASTILLA,2019,1,19,2019.0188679245282
MARISCAL RAMON CASTILLA,2019,2,29,2019.0377358490566
MARISCAL RAMON CASTILLA,2019,3,12,2019.0566037735848
MARISCAL RAMON CASTILLA,2019,4,20,2019.0754716981132
MARISCAL RAMON CASTILLA,2019,5,11,2019.0943396226414
MARISCAL RAMON CASTILLA,2019,6,27,2019.1132075471698
MARISCAL RAMON CASTILLA,2019,7,23,2019.132075471698
MARISCAL RAMON CASTILLA,2019,8,20,2019.1509433962265
MARISCAL RAMON CASTILLA,2019,9,24,2019.1698113207547
MARISCAL RAMON CASTILLA,2019,10,52,2019.188679245283
MARISCAL RAMON CASTILLA,2019,11,42,2019.2075471698113
MARISCAL RAMON CASTILLA,2019,12,22,2019.2264150943397
MARISCAL RAMON CASTILLA,2019,13,12,2019.245283018868
MARISCAL RAMON CASTILLA,2019,14,33,2019.2641509433963
MARISCAL RAMON CASTILLA,2019,15,15,2019.2830188679245
MARISCAL RAMON CASTILLA,2019,16,23,2019.301886792453
MARISCAL RAMON CASTILLA,2019,17,19,2019.3207547169811
MARISCAL RAMON CASTILLA,2019,18,34,2019.3396226415093
MARISCAL RAMON CASTILLA,2019,19,45,2019.3584905660377
MARISCAL RAMON CASTILLA,2019,20,48,2019.377358490566
MARISCAL RAMON CASTILLA,2019,21,59,2019.3962264150944
MARISCAL RAMON CASTILLA,2019,22,39,2019.4150943396226
MARISCAL RAMON CASTILLA,2019,23,51,2019.433962264151
MARISCAL RAMON CASTILLA,2019,24,51,2019.4528301886792
MARISCAL RAMON CASTILLA,2019,25,70,2019.4716981132076
MARISCAL RAMON CASTILLA,2019,26,57,2019.4905660377358
MARISCAL RAMON CASTILLA,2019,27,75,2019.5094339622642
MARISCAL RAMON CASTILLA,2019,28,30,2019.5283018867924
MARISCAL RAMON CASTILLA,2019,29,30,2019.5471698113208
MARISCAL RAMON CASTILLA,2019,30,33,2019.566037735849
MARISCAL RAMON CASTILLA,2019,31,40,2019.5849056603774
MARISCAL RAMON CASTILLA,2019,32,25,2019.6037735849056
MARISCAL RAMON CASTILLA,2019,33,14,2019.622641509434
MARISCAL RAMON CASTILLA,2019,34,15,2019.6415094339623
MARISCAL RAMON CASTILLA,2019,35,13,2019.6603773584907
MARISCAL RAMON CASTILLA,2019,36,50,2019.6792452830189
MARISCAL RAMON CASTILLA,2019,37,27,2019.698113207547
MARISCAL RAMON CASTILLA,2019,38,16,2019.7169811320755
MARISCAL RAMON CASTILLA,2019,39,15,2019.7358490566037
MARISCAL RAMON CASTILLA,2019,40,25,2019.754716981132
MARISCAL RAMON CASTILLA,2019,41,34,2019.7735849056603
MARISCAL RAMON CASTILLA,2019,42,65,2019.7924528301887
MARISCAL RAMON CASTILLA,2019,43,24,2019.811320754717
MARISCAL RAMON CASTILLA,2019,44,29,2019.8301886792453
MARISCAL RAMON CASTILLA,2019,45,24,2019.8490566037735
MARISCAL RAMON CASTILLA,2019,46,14,2019.867924528302
MARISCAL RAMON CASTILLA,2019,47,7,2019.8867924528302
MARISCAL RAMON CASTILLA,2019,48,4,2019.9056603773586
MARISCAL RAMON CASTILLA,2019,49,16,2019.9245283018868
MARISCAL RAMON CASTILLA,2019,50,13,2019.9433962264152
MARISCAL RAMON CASTILLA,2019,51,9,2019.9622641509434
MARISCAL RAMON CASTILLA,2019,52,10,2019.9811320754718
MARISCAL RAMON CASTILLA,2020,1,26,2020.0188679245282
MARISCAL RAMON CASTILLA,2020,2,10,2020.0377358490566
MARISCAL RAMON CASTILLA,2020,3,10,2020.0566037735848
MARISCAL RAMON CASTILLA,2020,4,18,2020.0754716981132
MARISCAL RAMON CASTILLA,2020,5,15,2020.0943396226414
MARISCAL RAMON CASTILLA,2020,6,14,2020.1132075471698
MARISCAL RAMON CASTILLA,2020,7,22,2020.132075471698
MARISCAL RAMON CASTILLA,2020,8,11,2020.1509433962265
MARISCAL RAMON CASTILLA,2020,9,17,2020.1698113207547
MARISCAL RAMON CASTILLA,2020,10,33,2020.188679245283
MARISCAL RAMON CASTILLA,2020,11,20,2020.2075471698113
MARISCAL RAMON CASTILLA,2020,12,31,2020.2264150943397
MARISCAL RAMON CASTILLA,2020,13,15,2020.245283018868
MARISCAL RAMON CASTILLA,2020,14,10,2020.2641509433963
MARISCAL RAMON CASTILLA,2020,15,7,2020.2830188679245
MARISCAL RAMON CASTILLA,2020,16,6,2020.301886792453
MARISCAL RAMON CASTILLA,2020,17,22,2020.3207547169811
MARISCAL RAMON CASTILLA,2020,18,5,2020.3396226415093
MARISCAL RAMON CASTILLA,2020,19,6,2020.3584905660377
MARISCAL RAMON CASTILLA,2020,20,6,2020.377358490566
MARISCAL RAMON CASTILLA,2020,21,14,2020.3962264150944
MARISCAL RAMON CASTILLA,2020,22,8,2020.4150943396226
MARISCAL RAMON CASTILLA,2020,23,15,2020.433962264151
MARISCAL RAMON CASTILLA,2020,24,16,2020.4528301886792
MARISCAL RAMON CASTILLA,2020,25,11,2020.4716981132076
MARISCAL RAMON CASTILLA,2020,26,6,2020.4905660377358
MARISCAL RAMON CASTILLA,2020,27,3,2020.5094339622642
MARISCAL RAMON CASTILLA,2020,28,6,2020.5283018867924
MARISCAL RAMON CASTILLA,2020,29,6,2020.5471698113208
MARISCAL RAMON CASTILLA,2020,30,7,2020.566037735849
MARISCAL RAMON CASTILLA,2020,31,3,2020.5849056603774
MARISCAL RAMON CASTILLA,2020,32,3,2020.6037735849056
MARISCAL RAMON CASTILLA,2020,33,3,2020.622641509434
MARISCAL RAMON CASTILLA,2020,35,2,2020.6603773584907
MARISCAL RAMON CASTILLA,2020,36,7,2020.6792452830189
MARISCAL RAMON CASTILLA,2020,37,7,2020.698113207547
MARISCAL RAMON CASTILLA,2020,38,3,2020.7169811320755
MARISCAL RAMON CASTILLA,2020,39,5,2020.7358490566037
MARISCAL RAMON CASTILLA,2020,40,1,2020.754716981132
MARISCAL RAMON CASTILLA,2020,41,4,2020.7735849056603
MARISCAL RAMON CASTILLA,2020,42,5,2020.7924528301887
MARISCAL RAMON CASTILLA,2020,43,8,2020.811320754717
MARISCAL RAMON CASTILLA,2020,44,7,2020.8301886792453
MARISCAL RAMON CASTILLA,2020,45,6,2020.8490566037735
MARISCAL RAMON CASTILLA,2020,46,2,2020.867924528302
MARISCAL RAMON CASTILLA,2020,47,4,2020.8867924528302
MARISCAL RAMON CASTILLA,2020,48,5,2020.9056603773586
MARISCAL RAMON CASTILLA,2020,49,4,2020.9245283018868
MARISCAL RAMON CASTILLA,2020,50,2,2020.9433962264152
MARISCAL RAMON CASTILLA,2020,51,4,2020.9622641509434
MARISCAL RAMON CASTILLA,2020,52,2,2020.9811320754718
MARISCAL RAMON CASTILLA,2020,53,7,2021.0
MARISCAL RAMON CASTILLA,2021,1,4,2021.0188679245282
MARISCAL RAMON CASTILLA,2021,2,3,2021.0377358490566
MARISCAL RAMON CASTILLA,2021,3,6,2021.0566037735848
MARISCAL RAMON CASTILLA,2021,4,6,2021.0754716981132
MARISCAL RAMON CASTILLA,2021,5,2,2021.0943396226414
MARISCAL RAMON CASTILLA,2021,6,4,2021.1132075471698
MARISCAL RAMON CASTILLA,2021,7,2,2021.132075471698
MARISCAL RAMON CASTILLA,2021,8,3,2021.1509433962265
MARISCAL RAMON CASTILLA,2021,9,6,2021.1698113207547
MARISCAL RAMON CASTILLA,2021,10,12,2021.188679245283
MARISCAL RAMON CASTILLA,2021,11,19,2021.2075471698113
MARISCAL RAMON CASTILLA,2021,12,13,2021.2264150943397
MARISCAL RAMON CASTILLA,2021,13,5,2021.245283018868
MARISCAL RAMON CASTILLA,2021,14,20,2021.2641509433963
MARISCAL RAMON CASTILLA,2021,15,21,2021.2830188679245
MARISCAL RAMON CASTILLA,2021,16,33,2021.301886792453
MARISCAL RAMON CASTILLA,2021,17,9,2021.3207547169811
MARISCAL RAMON CASTILLA,2021,18,20,2021.3396226415093
MARISCAL RAMON CASTILLA,2021,19,64,2021.3584905660377
MARISCAL RAMON CASTILLA,2021,20,57,2021.377358490566
MARISCAL RAMON CASTILLA,2021,21,40,2021.3962264150944
MARISCAL RAMON CASTILLA,2021,22,27,2021.4150943396226
MARISCAL RAMON CASTILLA,2021,23,27,2021.433962264151
MARISCAL RAMON CASTILLA,2021,24,28,2021.4528301886792
MARISCAL RAMON CASTILLA,2021,25,78,2021.4716981132076
MARISCAL RAMON CASTILLA,2021,26,49,2021.4905660377358
MARISCAL RAMON CASTILLA,2021,27,32,2021.5094339622642
MARISCAL RAMON CASTILLA,2021,28,26,2021.5283018867924
MARISCAL RAMON CASTILLA,2021,29,29,2021.5471698113208
MARISCAL RAMON CASTILLA,2021,30,41,2021.566037735849
MARISCAL RAMON CASTILLA,2021,31,22,2021.5849056603774
MARISCAL RAMON CASTILLA,2021,32,15,2021.6037735849056
MARISCAL RAMON CASTILLA,2021,33,9,2021.622641509434
MARISCAL RAMON CASTILLA,2021,34,71,2021.6415094339623
MARISCAL RAMON CASTILLA,2021,35,38,2021.6603773584907
MARISCAL RAMON CASTILLA,2021,36,23,2021.6792452830189
MARISCAL RAMON CASTILLA,2021,37,8,2021.698113207547
MARISCAL RAMON CASTILLA,2021,38,13,2021.7169811320755
MARISCAL RAMON CASTILLA,2021,39,14,2021.7358490566037
MARISCAL RAMON CASTILLA,2021,40,1,2021.754716981132
MARISCAL RAMON CASTILLA,2021,41,20,2021.7735849056603
MARISCAL RAMON CASTILLA,2021,42,8,2021.7924528301887
MARISCAL RAMON CASTILLA,2021,43,12,2021.811320754717
MARISCAL RAMON CASTILLA,2021,44,13,2021.8301886792453
MARISCAL RAMON CASTILLA,2021,45,24,2021.8490566037735
MARISCAL RAMON CASTILLA,2021,46,30,2021.867924528302
MARISCAL RAMON CASTILLA,2021,47,17,2021.8867924528302
MARISCAL RAMON CASTILLA,2021,48,15,2021.9056603773586
MARISCAL RAMON CASTILLA,2021,49,18,2021.9245283018868
MARISCAL RAMON CASTILLA,2021,50,15,2021.9433962264152
MARISCAL RAMON CASTILLA,2021,51,2,2021.9622641509434
MARISCAL RAMON CASTILLA,2021,52,4,2021.9811320754718
MARISCAL RAMON CASTILLA,2022,1,30,2022.0188679245282
MARISCAL RAMON CASTILLA,2022,2,10,2022.0377358490566
MARISCAL RAMON CASTILLA,2022,3,22,2022.0566037735848
MARISCAL RAMON CASTILLA,2022,4,19,2022.0754716981132
MARISCAL RAMON CASTILLA,2022,5,29,2022.0943396226414
MARISCAL RAMON CASTILLA,2022,6,22,2022.1132075471698
MARISCAL RAMON CASTILLA,2022,7,52,2022.132075471698
MARISCAL RAMON CASTILLA,2022,8,54,2022.1509433962265
MARISCAL RAMON CASTILLA,2022,9,40,2022.1698113207547
MARISCAL RAMON CASTILLA,2022,10,52,2022.188679245283
MARISCAL RAMON CASTILLA,2022,11,37,2022.2075471698113
MARISCAL RAMON CASTILLA,2022,12,57,2022.2264150943397
MARISCAL RAMON CASTILLA,2022,13,62,2022.245283018868
MARISCAL RAMON CASTILLA,2022,14,51,2022.2641509433963
MARISCAL RAMON CASTILLA,2022,15,37,2022.2830188679245
MARISCAL RAMON CASTILLA,2022,16,65,2022.301886792453
MARISCAL RAMON CASTILLA,2022,17,41,2022.3207547169811
MARISCAL RAMON CASTILLA,2022,18,100,2022.3396226415093
MARISCAL RAMON CASTILLA,2022,19,101,2022.3584905660377
MARISCAL RAMON CASTILLA,2022,20,53,2022.377358490566
MARISCAL RAMON CASTILLA,2022,21,45,2022.3962264150944
MARISCAL RAMON CASTILLA,2022,22,48,2022.4150943396226
MARISCAL RAMON CASTILLA,2022,23,77,2022.433962264151
MARISCAL RAMON CASTILLA,2022,24,88,2022.4528301886792
MARISCAL RAMON CASTILLA,2022,25,85,2022.4716981132076
MARISCAL RAMON CASTILLA,2022,26,124,2022.4905660377358
MARISCAL RAMON CASTILLA,2022,27,105,2022.5094339622642
MARISCAL RAMON CASTILLA,2022,28,136,2022.5283018867924
MARISCAL RAMON CASTILLA,2022,29,62,2022.5471698113208
MARISCAL RAMON CASTILLA,2022,30,67,2022.566037735849
MARISCAL RAMON CASTILLA,2022,31,51,2022.5849056603774
MARISCAL RAMON CASTILLA,2022,32,37,2022.6037735849056
MARISCAL RAMON CASTILLA,2022,33,48,2022.622641509434
MARISCAL RAMON CASTILLA,2022,34,13,2022.6415094339623
MARISCAL RAMON CASTILLA,2022,35,31,2022.6603773584907
MARISCAL RAMON CASTILLA,2022,36,24,2022.6792452830189
MARISCAL RAMON CASTILLA,2022,37,16,2022.698113207547
MARISCAL RAMON CASTILLA,2022,38,30,2022.7169811320755
MARISCAL RAMON CASTILLA,2022,39,13,2022.7358490566037
MARISCAL RAMON CASTILLA,2022,40,23,2022.754716981132
